Time (ms),Value,AccX,AccY,AccZ,gX,gY,gZ,Pitch,Roll
18338,3,0.10,-0.32,-0.95,1.03,-3.17,-9.34,-29.20,-7.72
18357,21,0.31,-0.34,-0.86,3.03,-3.32,-8.41,-31.47,-8.55
18375,4,0.37,-0.20,-0.96,3.64,-1.98,-9.42,-33.26,-9.07
18394,-25,0.20,-0.07,-1.06,1.97,-0.73,-10.39,-35.11,-9.41
18412,0,0.15,-0.07,-1.07,1.46,-0.73,-10.45,-36.91,-9.89
18430,25,0.35,-0.06,-1.06,3.42,-0.60,-10.34,-38.69,-10.60
18449,11,0.37,-0.14,-0.96,3.67,-1.39,-9.45,-40.44,-11.10
18467,-19,0.25,0.03,-1.06,2.44,0.25,-10.40,-41.70,-11.31
18486,-6,0.12,0.13,-1.14,1.17,1.23,-11.15,-43.15,-11.69
18504,0,0.32,0.15,-1.17,3.12,1.48,-11.43,-44.55,-12.11
18523,-1,0.44,0.05,-0.95,4.31,0.51,-9.34,-46.18,-12.22
18541,29,0.18,0.15,-1.03,1.75,1.45,-10.14,-47.20,-12.13
18558,23,0.13,0.23,-1.21,1.24,2.28,-11.90,-48.13,-12.03
18577,-49,0.37,0.29,-1.18,3.59,2.88,-11.58,-49.58,-11.99
18595,5,0.42,0.24,-0.98,4.12,2.37,-9.56,-50.75,-11.68
18614,39,0.26,0.29,-1.02,2.50,2.81,-10.00,-51.55,-11.24
18632,-75,0.21,0.45,-1.18,2.09,4.38,-11.60,-52.15,-10.97
18651,-11,0.32,0.43,-1.17,3.17,4.22,-11.51,-53.07,-10.76
18669,48,0.41,0.45,-0.99,4.00,4.43,-9.68,-53.75,-10.40
18688,-8,0.27,0.45,-1.05,2.68,4.38,-10.31,-54.17,-9.93
18706,3,0.24,0.56,-1.09,2.31,5.53,-10.70,-54.46,-9.56
18723,9,0.32,0.58,-1.10,3.15,5.69,-10.80,-54.66,-9.46
18742,2,0.34,0.59,-1.01,3.34,5.77,-9.90,-54.97,-9.23
18760,13,0.32,0.57,-1.02,3.11,5.59,-9.95,-54.90,-9.00
18778,2,0.21,0.64,-1.09,2.05,6.24,-10.69,-54.69,-8.90
18796,-33,0.34,0.60,-1.07,3.29,5.89,-10.53,-54.35,-9.00
18814,-3,0.37,0.56,-1.02,3.63,5.47,-9.98,-53.76,-9.07
18833,9,0.31,0.59,-1.09,3.06,5.76,-10.71,-52.96,-9.13
18851,3,0.29,0.62,-1.09,2.87,6.04,-10.72,-52.01,-9.29
18869,-5,0.40,0.53,-1.11,3.94,5.20,-10.85,-50.90,-9.59
18887,-57,0.42,0.53,-1.11,4.16,5.23,-10.84,-49.67,-9.80
18906,40,0.36,0.51,-1.11,3.48,4.96,-10.87,-48.25,-10.08
18924,106,0.41,0.48,-1.08,4.03,4.67,-10.56,-46.52,-10.45
18942,-73,0.42,0.55,-1.19,4.14,5.39,-11.62,-44.54,-10.71
18961,-78,0.36,0.51,-1.15,3.51,5.04,-11.25,-42.48,-10.86
18979,66,0.31,0.56,-1.18,3.03,5.47,-11.58,-40.26,-11.20
18998,27,0.40,0.48,-1.14,3.88,4.73,-11.21,-37.82,-11.58
19016,-26,0.38,0.51,-1.19,3.71,4.95,-11.62,-35.16,-11.86
19035,-5,0.28,0.58,-1.23,2.78,5.65,-12.01,-32.27,-12.11
19053,16,0.30,0.51,-1.18,2.91,5.04,-11.57,-29.39,-12.45
19072,2,0.40,0.46,-1.18,3.93,4.55,-11.54,-26.22,-12.85
19089,-27,0.35,0.49,-1.21,3.45,4.83,-11.87,-23.15,-13.08
19107,40,0.28,0.49,-1.23,2.78,4.77,-12.05,-19.89,-13.30
19126,30,0.33,0.47,-1.29,3.27,4.63,-12.65,-16.51,-13.57
19144,-67,0.39,0.42,-1.17,3.86,4.12,-11.45,-13.26,-13.71
19163,-11,0.36,0.35,-1.21,3.49,3.44,-11.82,-9.66,-13.82
19181,43,0.29,0.43,-1.20,2.80,4.26,-11.77,-6.19,-13.83
19200,-73,0.36,0.31,-1.21,3.54,3.09,-11.84,-2.63,-13.91
19218,4,0.26,0.37,-1.20,2.59,3.66,-11.73,0.65,-13.91
19235,107,0.33,0.19,-1.08,3.21,1.83,-10.54,3.69,-13.89
19254,-55,0.28,0.21,-1.13,2.77,2.09,-11.08,7.22,-13.86
19272,-40,0.22,0.21,-1.19,2.17,2.02,-11.69,10.34,-13.84
19291,26,0.29,0.12,-1.06,2.89,1.16,-10.38,13.41,-13.86
19309,-26,0.30,0.02,-1.03,2.95,0.19,-10.05,16.33,-13.86
19328,-81,0.20,0.09,-1.08,1.93,0.91,-10.58,19.36,-13.82
19346,150,0.22,-0.01,-1.03,2.12,-0.11,-10.06,22.00,-13.96
19364,185,0.28,-0.05,-1.02,2.76,-0.54,-9.98,24.58,-14.14
19383,-163,0.25,-0.17,-0.94,2.44,-1.62,-9.23,27.07,-14.21
19401,-166,0.18,-0.20,-0.90,1.72,-1.95,-8.86,29.38,-14.20
19420,92,0.19,-0.27,-0.92,1.88,-2.65,-8.98,31.74,-14.31
19438,132,0.20,-0.27,-1.00,2.00,-2.69,-9.82,33.77,-14.53
19457,-61,0.28,-0.44,-0.69,2.73,-4.34,-6.74,35.46,-14.59
19475,-40,0.20,-0.43,-0.72,1.96,-4.25,-7.10,37.30,-14.65
19493,-16,0.14,-0.48,-0.72,1.38,-4.69,-7.07,38.82,-14.59
19512,-56,0.18,-0.51,-0.64,1.78,-5.00,-6.24,40.29,-14.66
19530,-5,0.17,-0.48,-0.63,1.62,-4.69,-6.18,41.42,-14.76
19548,42,0.13,-0.51,-0.53,1.28,-4.97,-5.16,42.16,-14.74
19566,-47,0.15,-0.52,-0.50,1.50,-5.14,-4.88,42.80,-14.70
19585,6,0.07,-0.54,-0.50,0.72,-5.29,-4.90,43.29,-14.58
19603,142,0.08,-0.64,-0.39,0.76,-6.31,-3.81,43.29,-14.51
19621,-68,0.10,-0.58,-0.38,1.01,-5.64,-3.73,43.26,-14.52
19640,-22,0.06,-0.61,-0.34,0.63,-5.98,-3.33,42.98,-14.41
19658,27,0.04,-0.69,-0.29,0.39,-6.78,-2.84,42.35,-14.34
19677,-12,0.08,-0.66,-0.28,0.78,-6.49,-2.71,41.58,-14.39
19695,72,0.10,-0.72,-0.20,1.01,-7.03,-1.95,40.44,-14.45
19714,-23,0.09,-0.70,-0.16,0.92,-6.85,-1.60,39.07,-14.52
19732,-56,0.04,-0.76,-0.13,0.43,-7.47,-1.24,37.40,-14.49
19750,7,0.06,-0.70,-0.16,0.57,-6.89,-1.54,35.51,-14.54
19769,0,0.08,-0.77,-0.08,0.80,-7.50,-0.77,33.31,-14.61
19787,-48,0.08,-0.77,-0.01,0.79,-7.54,-0.11,30.89,-14.64
19806,10,0.05,-0.72,-0.07,0.47,-7.08,-0.68,28.34,-14.59
19823,39,0.00,-0.68,-0.15,0.03,-6.64,-1.50,25.67,-14.43
19842,-15,0.06,-0.73,-0.14,0.60,-7.11,-1.33,22.61,-14.33
19860,-3,0.08,-0.74,-0.09,0.80,-7.30,-0.91,19.39,-14.17
19878,38,0.05,-0.71,-0.18,0.49,-6.98,-1.76,16.21,-13.87
19897,0,-0.02,-0.67,-0.27,-0.15,-6.52,-2.65,12.78,-13.36
19915,-14,0.06,-0.66,-0.28,0.61,-6.47,-2.77,9.26,-12.93
19934,33,0.08,-0.67,-0.35,0.81,-6.58,-3.39,5.58,-12.48
19952,-29,0.10,-0.64,-0.42,0.97,-6.29,-4.15,2.01,-11.89
19971,-23,0.05,-0.61,-0.50,0.52,-5.94,-4.91,-1.65,-11.26
19989,30,0.02,-0.52,-0.59,0.19,-5.12,-5.78,-5.17,-10.70
20007,-11,0.13,-0.60,-0.57,1.30,-5.93,-5.59,-8.70,-10.31
20026,-44,0.14,-0.60,-0.66,1.35,-5.85,-6.51,-12.04,-9.93
20044,-64,0.05,-0.46,-0.78,0.49,-4.54,-7.65,-14.98,-9.56
20063,70,0.09,-0.46,-0.84,0.84,-4.50,-8.24,-18.03,-9.57
20081,129,0.27,-0.49,-0.87,2.64,-4.84,-8.48,-20.86,-9.75
20100,-58,0.27,-0.40,-0.97,2.66,-3.89,-9.49,-23.54,-9.68
20118,-12,0.04,-0.44,-0.98,0.41,-4.34,-9.63,-26.06,-9.62
20135,20,0.12,-0.41,-0.93,1.19,-4.01,-9.08,-28.33,-9.86
20154,-73,0.32,-0.35,-1.06,3.15,-3.38,-10.42,-30.53,-10.47
20173,9,0.29,-0.30,-1.11,2.81,-2.95,-10.93,-32.77,-10.73
20192,23,0.18,-0.29,-0.99,1.75,-2.83,-9.74,-34.77,-10.98
20210,-36,0.16,-0.19,-1.07,1.54,-1.89,-10.46,-36.34,-11.47
20229,6,0.28,-0.20,-1.03,2.75,-1.97,-10.13,-38.10,-12.10
20247,46,0.32,-0.22,-1.09,3.11,-2.19,-10.70,-39.54,-12.51
20265,-3,0.22,-0.09,-1.17,2.19,-0.86,-11.44,-40.91,-12.62
20284,-31,0.17,-0.09,-1.06,1.65,-0.85,-10.43,-42.44,-12.89
20302,1,0.22,-0.06,-1.07,2.14,-0.64,-10.48,-43.67,-13.36
20321,15,0.32,-0.01,-1.07,3.13,-0.08,-10.48,-44.85,-13.55
20339,10,0.23,0.02,-1.12,2.21,0.18,-10.95,-45.75,-13.31
20358,-3,0.08,0.05,-1.22,0.78,0.48,-11.91,-46.86,-12.97
20376,-22,0.30,0.06,-1.00,2.90,0.57,-9.80,-47.98,-12.90
20395,25,0.41,0.08,-0.98,4.01,0.83,-9.61,-48.81,-12.75
20413,-18,0.25,0.13,-1.12,2.47,1.24,-10.93,-49.53,-12.16
20431,-4,0.11,0.24,-1.15,1.06,2.31,-11.28,-50.34,-11.62
20449,56,0.24,0.21,-1.03,2.34,2.02,-10.08,-51.23,-11.35
20467,-49,0.41,0.29,-0.95,3.99,2.87,-9.31,-51.80,-11.10
20486,-29,0.33,0.33,-1.07,3.22,3.25,-10.47,-52.22,-10.48
20504,-13,0.10,0.41,-1.12,0.95,4.05,-10.97,-52.64,-9.78
20523,-11,0.19,0.44,-1.06,1.85,4.30,-10.42,-53.23,-9.49
20541,57,0.41,0.37,-0.93,3.97,3.59,-9.07,-53.61,-9.39
20559,24,0.34,0.49,-1.02,3.35,4.81,-9.96,-53.73,-9.08
20578,-5,0.14,0.54,-1.08,1.33,5.26,-10.57,-54.01,-8.70
20595,-3,0.17,0.54,-1.01,1.70,5.25,-9.88,-54.15,-8.66
20614,-8,0.37,0.51,-0.91,3.61,4.95,-8.95,-54.36,-8.78
20632,1,0.34,0.56,-0.98,3.34,5.50,-9.57,-54.30,-8.64
20651,-33,0.17,0.61,-1.03,1.62,5.99,-10.05,-54.34,-8.39
20668,1,0.23,0.60,-1.05,2.29,5.85,-10.30,-54.30,-8.44
20686,76,0.44,0.61,-0.92,4.29,5.95,-9.06,-54.31,-8.53
20705,-24,0.38,0.57,-0.88,3.77,5.61,-8.66,-54.03,-8.47
20723,-63,0.30,0.66,-0.99,2.93,6.43,-9.67,-53.32,-8.33
20742,20,0.26,0.75,-1.14,2.59,7.30,-11.16,-52.76,-8.25
20759,23,0.33,0.66,-0.96,3.28,6.47,-9.44,-52.06,-8.16
20777,-42,0.41,0.62,-0.93,3.98,6.10,-9.09,-50.94,-8.12
20796,9,0.28,0.68,-1.08,2.71,6.65,-10.60,-49.53,-8.07
20814,77,0.33,0.65,-1.09,3.22,6.37,-10.67,-48.04,-8.05
20832,-30,0.39,0.58,-1.04,3.85,5.70,-10.18,-46.33,-8.08
20850,-67,0.35,0.58,-1.10,3.39,5.64,-10.77,-44.38,-8.11
20869,29,0.31,0.60,-1.16,3.03,5.90,-11.35,-42.36,-8.19
20887,49,0.34,0.55,-1.09,3.35,5.35,-10.73,-40.27,-8.41
20905,-21,0.41,0.51,-1.07,4.03,4.97,-10.50,-37.99,-8.76
20924,-44,0.35,0.56,-1.10,3.41,5.47,-10.79,-35.48,-9.03
20942,4,0.32,0.57,-1.09,3.16,5.57,-10.70,-32.86,-9.40
20960,86,0.35,0.56,-1.10,3.42,5.51,-10.83,-30.09,-9.89
20978,-11,0.36,0.59,-1.15,3.53,5.80,-11.23,-27.20,-10.41
20997,-109,0.35,0.55,-1.09,3.42,5.42,-10.65,-24.11,-10.97
21015,1,0.37,0.56,-1.13,3.60,5.50,-11.05,-20.95,-11.57
21033,39,0.37,0.59,-1.22,3.62,5.76,-12.00,-17.77,-12.14
21052,40,0.37,0.53,-1.18,3.59,5.22,-11.61,-14.53,-12.63
21070,-39,0.36,0.46,-1.14,3.57,4.54,-11.22,-11.30,-13.11
21089,-25,0.33,0.50,-1.22,3.28,4.90,-11.97,-7.79,-13.62
21107,106,0.35,0.50,-1.22,3.43,4.88,-11.98,-4.41,-14.00
21126,-68,0.37,0.38,-1.18,3.59,3.69,-11.52,-0.79,-14.32
21144,-40,0.31,0.38,-1.20,3.01,3.73,-11.75,2.76,-14.54
21161,126,0.32,0.30,-1.26,3.15,2.96,-12.37,6.02,-14.83
21180,-89,0.36,0.24,-1.17,3.49,2.35,-11.43,9.55,-14.98
21198,9,0.31,0.21,-1.17,3.01,2.07,-11.44,12.88,-15.03
21217,192,0.23,0.11,-1.15,2.28,1.06,-11.30,16.26,-15.07
21235,-142,0.28,0.05,-1.10,2.76,0.48,-10.78,19.37,-15.13
21254,-161,0.30,-0.00,-1.03,2.96,-0.01,-10.05,22.58,-15.12
21272,86,0.25,0.00,-0.96,2.45,0.01,-9.44,25.50,-15.00
21291,20,0.20,-0.11,-0.90,1.96,-1.12,-8.83,28.39,-14.86
21308,-26,0.23,-0.08,-0.97,2.24,-0.76,-9.48,30.80,-14.78
21326,26,0.24,-0.05,-0.93,2.37,-0.46,-9.16,32.92,-14.51
21345,-1,0.18,-0.19,-0.78,1.77,-1.89,-7.64,34.80,-14.17
21363,-14,0.16,-0.24,-0.80,1.59,-2.34,-7.88,36.42,-13.93
21382,29,0.18,-0.22,-0.85,1.76,-2.19,-8.36,38.05,-13.75
21400,-14,0.10,-0.32,-0.75,1.01,-3.12,-7.30,39.20,-13.56
21419,-5,0.15,-0.36,-0.73,1.44,-3.54,-7.15,40.43,-13.55
21437,46,0.21,-0.43,-0.71,2.01,-4.23,-6.95,41.42,-13.60
21455,-19,0.11,-0.52,-0.76,1.07,-5.07,-7.49,42.36,-13.66
21474,7,0.07,-0.46,-0.75,0.66,-4.54,-7.36,43.25,-13.87
21492,4,0.20,-0.62,-0.61,1.98,-6.08,-5.98,43.66,-14.27
21510,-42,0.22,-0.67,-0.48,2.15,-6.60,-4.67,44.01,-14.59
21528,-31,0.10,-0.70,-0.59,1.01,-6.86,-5.79,44.54,-14.81
21547,-2,0.05,-0.61,-0.55,0.47,-5.95,-5.42,44.91,-15.08
21565,82,0.16,-0.71,-0.39,1.61,-6.99,-3.87,44.80,-15.53
21583,-10,0.14,-0.72,-0.33,1.36,-7.02,-3.22,44.53,-15.91
21602,-68,0.06,-0.76,-0.28,0.64,-7.47,-2.78,44.18,-16.18
21620,-10,0.05,-0.65,-0.36,0.53,-6.39,-3.49,43.65,-16.37
21639,1,0.11,-0.67,-0.28,1.08,-6.60,-2.70,42.60,-16.53
21657,108,0.09,-0.76,-0.10,0.84,-7.49,-0.94,40.99,-16.56
21676,38,0.04,-0.78,-0.16,0.44,-7.64,-1.60,39.47,-16.46
21694,-78,0.02,-0.67,-0.25,0.23,-6.60,-2.49,37.64,-16.24
21712,-16,0.06,-0.78,-0.10,0.56,-7.62,-0.99,35.30,-16.03
21731,-2,0.06,-0.81,-0.01,0.55,-7.97,-0.10,32.85,-15.80
21749,0,-0.02,-0.76,-0.25,-0.16,-7.42,-2.43,30.63,-15.36
21768,2,-0.02,-0.69,-0.28,-0.19,-6.75,-2.73,27.92,-14.78
21786,-36,0.06,-0.78,-0.15,0.61,-7.61,-1.48,24.90,-14.36
21805,4,0.03,-0.78,-0.13,0.30,-7.61,-1.29,21.75,-13.85
21823,63,0.00,-0.71,-0.28,0.05,-7.01,-2.76,18.91,-13.26
21840,7,-0.01,-0.67,-0.37,-0.15,-6.58,-3.64,15.95,-12.56
21859,-24,0.01,-0.72,-0.32,0.14,-7.05,-3.11,12.57,-11.86
21877,-5,0.05,-0.73,-0.34,0.48,-7.13,-3.37,9.30,-11.20
21896,-4,0.01,-0.66,-0.43,0.13,-6.43,-4.25,6.05,-10.47
21914,0,0.03,-0.60,-0.54,0.28,-5.86,-5.33,2.87,-9.72
21933,3,0.03,-0.64,-0.54,0.28,-6.28,-5.30,-0.57,-9.01
21951,-10,0.08,-0.67,-0.53,0.81,-6.54,-5.23,-3.85,-8.42
21968,-24,0.09,-0.59,-0.63,0.92,-5.80,-6.21,-6.69,-7.98
21987,8,0.07,-0.55,-0.74,0.70,-5.39,-7.24,-9.71,-7.48
22005,21,0.07,-0.51,-0.76,0.72,-4.99,-7.49,-12.61,-7.24
22024,6,0.22,-0.48,-0.76,2.18,-4.69,-7.43,-15.59,-7.24
22042,11,0.22,-0.54,-0.75,2.15,-5.33,-7.35,-18.26,-7.14
22061,-14,0.08,-0.43,-0.88,0.75,-4.19,-8.58,-20.78,-6.94
22079,-24,0.13,-0.38,-0.97,1.23,-3.75,-9.52,-23.20,-7.09
22097,20,0.25,-0.43,-0.87,2.50,-4.17,-8.50,-25.83,-7.41
22115,17,0.30,-0.34,-0.96,2.92,-3.29,-9.41,-28.06,-7.68
22133,-23,0.19,-0.26,-1.06,1.83,-2.57,-10.39,-30.26,-7.79
22152,-12,0.14,-0.31,-0.97,1.37,-3.01,-9.52,-32.67,-8.05
22170,38,0.25,-0.30,-0.93,2.44,-2.98,-9.16,-34.72,-8.61
22189,35,0.37,-0.24,-1.01,3.65,-2.31,-9.88,-36.61,-9.02
22207,-46,0.20,-0.18,-1.11,1.99,-1.79,-10.91,-38.27,-9.13
22225,-30,0.13,-0.09,-1.11,1.30,-0.87,-10.91,-39.97,-9.38
22244,22,0.36,-0.14,-0.94,3.55,-1.34,-9.22,-41.79,-9.90
22262,10,0.41,-0.03,-1.04,3.99,-0.33,-10.16,-43.04,-10.11
22281,2,0.13,0.09,-1.21,1.30,0.92,-11.87,-44.42,-10.09
22299,-10,0.18,0.02,-1.03,1.74,0.22,-10.06,-45.77,-10.08
22318,0,0.30,0.11,-1.05,2.95,1.12,-10.33,-46.87,-10.29
22336,6,0.35,0.16,-1.08,3.40,1.61,-10.56,-47.79,-10.19
22354,-26,0.14,0.28,-1.15,1.34,2.77,-11.23,-48.64,-9.96
22373,22,0.11,0.34,-1.19,1.06,3.36,-11.67,-49.73,-9.89
22391,4,0.34,0.29,-1.04,3.30,2.88,-10.15,-50.73,-9.92
22409,-50,0.32,0.26,-0.94,3.18,2.58,-9.17,-51.37,-9.83
22427,55,0.18,0.38,-1.09,1.75,3.74,-10.71,-51.72,-9.63
22446,33,0.19,0.38,-1.14,1.89,3.75,-11.16,-52.39,-9.53
22464,-70,0.32,0.37,-1.06,3.18,3.62,-10.35,-53.06,-9.53
22482,4,0.43,0.39,-0.98,4.18,3.79,-9.62,-53.60,-9.40
22500,64,0.31,0.47,-1.05,3.07,4.61,-10.32,-53.98,-9.10
22518,-10,0.20,0.52,-1.01,1.96,5.12,-9.88,-54.31,-8.78
22537,-17,0.26,0.52,-1.04,2.53,5.14,-10.19,-54.68,-8.63
22555,-3,0.38,0.59,-1.00,3.68,5.75,-9.85,-54.87,-8.33
22574,-31,0.34,0.52,-0.95,3.31,5.06,-9.28,-54.90,-7.85
22591,20,0.25,0.64,-1.06,2.46,6.28,-10.43,-54.56,-7.48
22609,8,0.27,0.71,-1.10,2.63,6.93,-10.75,-54.41,-7.24
22628,-45,0.35,0.59,-0.94,3.45,5.75,-9.23,-54.26,-6.95
22646,-31,0.39,0.56,-0.92,3.84,5.45,-9.02,-53.58,-6.72
22665,35,0.25,0.67,-1.17,2.46,6.61,-11.48,-52.81,-6.49
22682,62,0.23,0.69,-1.10,2.25,6.81,-10.76,-52.11,-6.33
22701,-14,0.37,0.61,-0.94,3.61,6.02,-9.18,-51.22,-6.36
22719,-26,0.38,0.61,-0.99,3.75,5.95,-9.75,-49.83,-6.46
22737,15,0.25,0.68,-1.15,2.50,6.62,-11.29,-48.27,-6.56
22756,-2,0.28,0.61,-1.08,2.77,5.99,-10.58,-46.69,-6.73
22774,-7,0.37,0.57,-1.06,3.66,5.56,-10.36,-44.81,-7.10
22792,56,0.37,0.58,-1.12,3.58,5.64,-11.02,-42.73,-7.45
22810,4,0.33,0.54,-1.11,3.24,5.29,-10.84,-40.57,-7.82
22829,-89,0.33,0.55,-1.13,3.22,5.35,-11.12,-38.22,-8.35
22847,-6,0.35,0.57,-1.10,3.48,5.59,-10.78,-35.81,-8.89
22865,16,0.38,0.53,-1.07,3.70,5.17,-10.48,-33.20,-9.41
22883,22,0.31,0.57,-1.14,3.04,5.54,-11.22,-30.38,-9.94
22901,80,0.32,0.58,-1.14,3.11,5.64,-11.13,-27.49,-10.44
22920,-39,0.35,0.55,-1.14,3.43,5.36,-11.19,-24.43,-10.97
22938,-86,0.33,0.53,-1.13,3.23,5.17,-11.10,-21.40,-11.41
22957,1,0.29,0.55,-1.19,2.84,5.39,-11.62,-18.20,-11.86
22975,39,0.29,0.55,-1.17,2.84,5.35,-11.46,-15.17,-12.29
22993,28,0.35,0.51,-1.12,3.43,4.97,-11.00,-12.07,-12.72
23012,-20,0.29,0.45,-1.14,2.88,4.45,-11.15,-8.68,-13.07
23030,2,0.25,0.46,-1.20,2.46,4.51,-11.74,-5.42,-13.35
23048,18,0.23,0.43,-1.20,2.28,4.22,-11.75,-2.23,-13.68
23066,-72,0.27,0.35,-1.10,2.68,3.38,-10.78,0.96,-14.02
23085,-66,0.29,0.31,-1.14,2.83,3.05,-11.15,4.38,-14.36
23103,73,0.19,0.35,-1.21,1.91,3.39,-11.84,7.54,-14.62
23121,120,0.21,0.19,-1.16,2.05,1.82,-11.34,10.54,-14.88
23140,-53,0.24,0.16,-1.12,2.33,1.57,-10.95,13.71,-15.23
23157,-74,0.22,0.14,-1.12,2.18,1.41,-10.96,16.47,-15.52
23176,38,0.16,0.04,-1.08,1.52,0.40,-10.59,19.48,-15.73
23194,-21,0.14,0.07,-1.12,1.38,0.66,-10.97,22.27,-16.06
23213,34,0.22,-0.05,-1.02,2.12,-0.47,-10.00,24.97,-16.40
23231,46,0.23,-0.10,-0.94,2.29,-0.96,-9.16,27.51,-16.69
23249,-23,0.17,-0.19,-0.97,1.66,-1.83,-9.48,29.96,-16.88
23268,54,0.14,-0.19,-0.94,1.35,-1.85,-9.24,32.41,-17.04
23286,28,0.12,-0.21,-0.89,1.13,-2.03,-8.77,34.42,-17.23
23305,-83,0.16,-0.35,-0.75,1.61,-3.44,-7.31,36.22,-17.40
23323,-98,0.17,-0.37,-0.75,1.65,-3.63,-7.40,37.90,-17.43
23342,-17,0.11,-0.32,-0.80,1.12,-3.17,-7.83,39.57,-17.37
23360,101,0.07,-0.38,-0.69,0.70,-3.72,-6.74,40.71,-17.26
23378,75,0.12,-0.41,-0.68,1.22,-4.03,-6.71,41.70,-17.28
23397,-57,0.14,-0.45,-0.66,1.34,-4.42,-6.47,42.59,-17.19
23415,-68,0.08,-0.52,-0.65,0.75,-5.09,-6.40,43.17,-16.98
23434,18,0.04,-0.52,-0.66,0.38,-5.06,-6.43,43.74,-16.84
23451,61,0.13,-0.47,-0.62,1.28,-4.61,-6.07,43.86,-16.80
23470,-32,0.12,-0.64,-0.52,1.23,-6.30,-5.09,43.92,-16.68
23488,-82,0.05,-0.63,-0.58,0.51,-6.21,-5.71,43.92,-16.50
23506,89,0.06,-0.68,-0.50,0.56,-6.64,-4.92,43.62,-16.35
23525,73,0.13,-0.69,-0.45,1.25,-6.72,-4.45,43.30,-16.36
23543,-97,0.11,-0.69,-0.37,1.12,-6.72,-3.65,42.59,-16.25
23562,-6,0.04,-0.72,-0.34,0.39,-7.09,-3.37,41.82,-16.08
23580,23,0.07,-0.74,-0.33,0.64,-7.24,-3.28,40.77,-15.95
23599,-35,0.11,-0.75,-0.30,1.09,-7.31,-2.95,39.54,-15.87
23617,-33,0.11,-0.75,-0.24,1.10,-7.34,-2.34,37.97,-15.74
23635,9,0.09,-0.81,-0.17,0.93,-7.92,-1.63,36.14,-15.50
23654,75,0.03,-0.73,-0.29,0.29,-7.18,-2.84,34.38,-15.20
23672,2,0.06,-0.74,-0.25,0.62,-7.24,-2.43,32.15,-14.88
23690,-17,0.12,-0.82,-0.09,1.13,-8.01,-0.87,29.68,-14.61
23708,6,0.07,-0.77,-0.18,0.73,-7.50,-1.80,27.35,-14.21
23727,-32,-0.01,-0.66,-0.39,-0.13,-6.46,-3.78,24.98,-13.60
23745,18,0.04,-0.73,-0.30,0.44,-7.14,-2.92,22.12,-13.09
23763,31,0.10,-0.75,-0.24,0.99,-7.40,-2.32,19.16,-12.60
23782,-45,0.04,-0.74,-0.30,0.38,-7.25,-2.97,16.25,-11.95
23800,-25,0.00,-0.63,-0.41,0.05,-6.19,-4.02,13.39,-11.19
23819,29,0.05,-0.67,-0.40,0.47,-6.59,-3.97,10.20,-10.51
23837,24,0.10,-0.68,-0.40,0.97,-6.62,-3.92,7.05,-9.95
23856,2,0.09,-0.70,-0.49,0.89,-6.88,-4.79,3.95,-9.33
23874,-8,0.05,-0.59,-0.61,0.52,-5.82,-6.00,1.02,-8.63
23891,19,0.06,-0.65,-0.57,0.55,-6.34,-5.56,-2.01,-8.12
23910,0,0.13,-0.54,-0.60,1.25,-5.33,-5.88,-5.10,-7.82
23928,-46,0.14,-0.56,-0.69,1.34,-5.50,-6.80,-7.85,-7.44
23947,-15,0.08,-0.53,-0.77,0.78,-5.23,-7.52,-10.69,-6.94
23965,14,0.08,-0.47,-0.78,0.77,-4.62,-7.62,-13.31,-6.82
23984,12,0.18,-0.47,-0.81,1.81,-4.58,-7.92,-15.95,-6.97
24001,-18,0.23,-0.41,-0.88,2.25,-4.03,-8.58,-18.24,-6.91
24019,13,0.11,-0.41,-0.86,1.12,-4.00,-8.40,-20.54,-6.77
24038,19,0.10,-0.32,-0.94,1.01,-3.09,-9.21,-22.77,-6.95
24056,-18,0.24,-0.34,-0.87,2.33,-3.37,-8.50,-25.02,-7.30
24075,-13,0.28,-0.30,-0.92,2.71,-2.91,-9.04,-27.08,-7.56
24093,0,0.18,-0.20,-1.09,1.74,-1.98,-10.69,-28.97,-7.65
24112,73,0.16,-0.32,-0.97,1.52,-3.15,-9.47,-31.18,-7.85
24130,-21,0.24,-0.20,-0.93,2.34,-1.98,-9.12,-32.96,-8.31
24148,-62,0.32,-0.11,-1.04,3.12,-1.08,-10.18,-34.52,-8.66
24167,65,0.23,-0.12,-1.06,2.21,-1.18,-10.38,-36.20,-8.63
24185,-12,0.17,-0.11,-1.02,1.63,-1.05,-10.04,-37.73,-8.69
24204,-29,0.23,-0.01,-1.10,2.22,-0.07,-10.80,-39.25,-9.11
24222,44,0.37,0.03,-1.10,3.58,0.27,-10.74,-40.64,-9.41
24241,-29,0.31,-0.06,-0.98,3.00,-0.61,-9.58,-41.94,-9.35
24259,-26,0.18,0.07,-1.14,1.74,0.66,-11.18,-42.79,-9.28
24278,34,0.23,0.15,-1.14,2.23,1.42,-11.21,-43.96,-9.40
24296,15,0.37,0.14,-1.10,3.67,1.40,-10.80,-45.02,-9.58
24314,-14,0.39,0.15,-1.05,3.85,1.46,-10.25,-45.96,-9.46
24332,-29,0.24,0.19,-1.06,2.37,1.90,-10.34,-46.71,-9.18
24350,-6,0.15,0.27,-1.13,1.44,2.68,-11.10,-47.46,-9.09
24369,31,0.30,0.32,-1.18,2.90,3.10,-11.53,-48.42,-9.14
24387,21,0.41,0.31,-1.01,3.98,3.06,-9.92,-49.15,-8.99
